AUTO_AUDIT,STATUS_DECOMP,MANUALAUDIT,MANUALSTATUS,FASTQFILENAME,RUNNUMBER,LIBRARYDATE,GENOTYPE1,STRAIN,PROTEIN_CODING_TOTAL,NOT_ALIGNED_TOTAL_PERCENT,INTERQUARTILE_RANGE,ABS_SAMPLE_DEVIATION_MEDIAN,GENOTYPE1_COVERAGE,GENOTYPE1_LOG2CPM,NAT_COVERAGE,NAT_LOG2CPM,G418_COVERAGE,G418_LOG2CPM
0,None,0,NA,run_894_s_3_withindex_sequence_AAATGCA.fastq.gz,894,04.17.13,CNAG_01438,TDY1451,2510313,0.016920658995142,0.3882873446601316,0.03543204579404513,0.017638588912887,4.72235204472799,0.935643564356436,6.50853208281815,0.188679245283019,1.14196932182927
0,None,NA,NA,run_894_s_3_withindex_sequence_ACGCGGG.fastq.gz,894,04.17.13,CNAG_01438,TDY1451,1982093,0.017478731654687,0.3175284051833396,0.02226041824463465,0,4.79849275105778,0.848184818481848,6.6667206933762,0.035220125786164,0.568010792769595
0,None,0,NA,run_894_s_3_withindex_sequence_GGAGTCC.fastq.gz,894,04.17.13,CNAG_01438,TDY1451,1143002,0.015038960985835,0.33902535519389065,0.01991112453842092,0,3.87290105164987,0.907590759075907,6.66372681099395,0,-0.06558603999282
1,"[1.0, 0.0]",0,NA,run_1573_s_4_withindex_sequence_GGCAGCG.fastq.gz,1573,05.19.15,CNAG_01438,TDY1451,619070,0.327483190300791,0.7724948941539731,5.973598030104554e-4,0,2.81989210186676,0.924092409240924,7.95015385451616,0.106918238993711,2.42471515914854
1,"[1.0, 0.0]",0,NA,run_1573_s_4_withindex_sequence_CCATCAT.fastq.gz,1573,05.19.15,CNAG_01438,TDY1451,636863,0.288587231170013,0.7003232006329352,8.949726405518277e-4,0.017278617710583,2.79098805555218,0.826732673267327,8.26673446481628,0.162264150943396,2.79098805555218
0,None,0,NA,run_1573_s_4_withindex_sequence_TAACAAG.fastq.gz,1573,05.19.15,CNAG_01438,TDY1451,2410208,0.046005061027866,0.608419102782376,0.007361404777435965,0.017998560115191,3.86392826813032,0.891089108910891,6.90598493462348,0,0.989500732451327
0,None,NA,NA,1800_Brent_7_AGACTGA_S7_R1_001.fastq.gz,1800,10.04.16,CNAG_01438,TDY1451,2158189,0.021310642020219,0.571846297233666,0.03191701719656059,0,3.18543046933226,0.884488448844884,7.14093220968877,0,-1.76252571946121
0,None,NA,NA,1800_Brent_8_CTTGGAA_S8_R1_001.fastq.gz,1800,10.04.16,CNAG_01438,TDY1451,1751035,0.036617240905128,0.5312527545739565,0.028314378267277895,0,2.4419810891025,0.897689768976898,7.09558171243002,0.528301886792453,2.10159707128495
0,None,NA,NA,1800_Brent_9_CCGATTA_S9_R1_001.fastq.gz,1800,10.04.16,CNAG_01438,TDY1451,6915474,0.01633927867819,0.6427128764198518,0.02417113709626051,0.026997840172786,1.79729173409392,0.826732673267327,7.01098347949101,0.188679245283019,-0.776186842141554
0,None,NA,NA,1800_Brent_28_TACATGG_S28_R1_001.fastq.gz,1800,10.04.16,CNAG_01438,TDY1451,6280763,0.020316597103438,0.33788100975718915,0,0,1.42365727072649,0.803630363036304,7.1988156430787,0,-1.76252571946121
0,None,NA,NA,1800_Brent_29_GTTCTCA_S29_R1_001.fastq.gz,1800,10.04.16,CNAG_01438,TDY1451,11068616,0.012395864815743,0.2867204578504374,0,0.026997840172786,1.75107556896418,0.767326732673267,7.03748813276631,0.973584905660377,1.99943492385679
0,None,NA,NA,1800_Brent_30_CTGGTGG_S30_R1_001.fastq.gz,1800,10.04.16,CNAG_01438,TDY1451,6058001,0.013914026997044,0.40257791033623747,0.015795260653231225,0.026997840172786,0.832043102384668,0.87953795379538,6.91232634782224,0.319496855345912,-0.066515110080738
