AUTO_AUDIT,STATUS_DECOMP,MANUALAUDIT,MANUALSTATUS,FASTQFILENAME,RUNNUMBER,LIBRARYDATE,GENOTYPE1,STRAIN,PROTEIN_CODING_TOTAL,NOT_ALIGNED_TOTAL_PERCENT,INTERQUARTILE_RANGE,ABS_SAMPLE_DEVIATION_MEDIAN,GENOTYPE1_COVERAGE,NAT_COVERAGE,NAT_LOG2CPM,G418_COVERAGE,G418_LOG2CPM
0,None,0,NA,run_894_s_3_withindex_sequence_AAATGCA.fastq.gz,894,04.17.13,CNAG_01438,TDY1451,2510313,0.016920658995141648,0.3889364095483181,0.03667029347945672,0.017638588912886968,0.9356435643564357,6.508532082818152,0.18867924528301888,1.1419693218292652
0,None,NA,NA,run_894_s_3_withindex_sequence_ACGCGGG.fastq.gz,894,04.17.13,CNAG_01438,TDY1451,1982093,0.017478731654687298,0.3168973886974271,0.02216735037849915,0,0.8481848184818482,6.666720693376195,0.03522012578616352,0.5680107927695953
0,None,0,NA,run_894_s_3_withindex_sequence_GGAGTCC.fastq.gz,894,04.17.13,CNAG_01438,TDY1451,1143002,0.015038960985834415,0.3394792021099917,0.01933544969479417,0,0.9075907590759076,6.663726810993952,0,-0.06558603999281984
1,"[1.0, 0.0]",0,NA,run_1573_s_4_withindex_sequence_GGCAGCG.fastq.gz,1573,05.19.15,CNAG_01438,TDY1451,619070,0.32748319030079065,0.77137527467693,0,0,0.9240924092409241,7.950153854516164,0.1069182389937107,2.4247151591485445
1,"[1.0, 0.0]",0,NA,run_1573_s_4_withindex_sequence_CCATCAT.fastq.gz,1573,05.19.15,CNAG_01438,TDY1451,636863,0.288587231170013,0.6990472053169388,0,0.017278617710583154,0.8267326732673267,8.266734464816281,0.16226415094339622,2.7909880555521807
0,None,0,NA,run_1573_s_4_withindex_sequence_TAACAAG.fastq.gz,1573,05.19.15,CNAG_01438,TDY1451,2410208,0.04600506102786568,0.6094910911469549,0.007021273619231216,0.017998560115190784,0.8910891089108911,6.905984934623482,0,0.9895007324513267
0,None,NA,NA,1800_Brent_7_AGACTGA_S7_R1_001.fastq.gz,1800,10.04.16,CNAG_01438,TDY1451,2158189,0.021310642020218835,0.5718008960238539,0.03170788049996176,0,0.8844884488448845,7.140932209688772,0,-1.762525719461209
0,None,NA,NA,1800_Brent_8_CTTGGAA_S8_R1_001.fastq.gz,1800,10.04.16,CNAG_01438,TDY1451,1751035,0.03661724090512762,0.5313298328823821,0.029532602568289157,0,0.8976897689768977,7.095581712430023,0.5283018867924528,2.101597071284946
0,None,NA,NA,1800_Brent_9_CCGATTA_S9_R1_001.fastq.gz,1800,10.04.16,CNAG_01438,TDY1451,6915474,0.016339278678189604,0.6416292684168976,0.024541451147414683,0.026997840172786176,0.8267326732673267,7.010983479491007,0.18867924528301888,-0.7761868421415543
0,None,NA,NA,1800_Brent_28_TACATGG_S28_R1_001.fastq.gz,1800,10.04.16,CNAG_01438,TDY1451,6280763,0.0203165971034378,0.33773174267525796,0,0,0.8036303630363036,7.1988156430787,0,-1.7625257194612114
0,None,NA,NA,1800_Brent_29_GTTCTCA_S29_R1_001.fastq.gz,1800,10.04.16,CNAG_01438,TDY1451,11068616,0.012395864815742516,0.2871360556596301,0,0.026997840172786176,0.7673267326732673,7.037488132766309,0.9735849056603774,1.9994349238567943
0,None,NA,NA,1800_Brent_30_CTGGTGG_S30_R1_001.fastq.gz,1800,10.04.16,CNAG_01438,TDY1451,6058001,0.013914026997044351,0.40261589715725954,0.014023690246393272,0.026997840172786176,0.8795379537953796,6.912326347822236,0.31949685534591193,-0.06651511008073799
