AUTOAUDIT,AUTOSTATUSDECOMP,MANUALAUDIT,MANUALSTATUS,FASTQFILENAME,RUNNUMBER,LIBRARYDATE,GENOTYPE1,STRAIN,PROTEINCODINGTOTAL,NOTALIGNEDTOTALPERCENT,INTERQUARTILE_RANGE,ABS_SAMPLE_DEVIATION_MEDIAN,GENOTYPE1COVERAGE,GENOTYPE1LOG2CPM,NATCOVERAGE,NATLOG2CPM,G418COVERAGE,G418LOG2CPM
FALSE,NA,NA,NA,1874_Brent_40_GTACGGC_S40_R1_001.fastq.gz,1874,2016-11-10,CNAG_03115,TDY1970,8561980,0.05152119494138300000,0.2245259311157355,0.016570816603998395,0.11611111111111100000,NA,0.81518151815181500000,8.07579570555294000000,0.68427672955974800000,0.96380626692470600000
FALSE,NA,NA,NA,1874_Brent_41_TTGCCCC_S41_R1_001.fastq.gz,1874,2016-11-10,CNAG_03115,TDY1970,8857273,0.02720011395240000000,0.17214948207130876,0.023835009275079422,0.04166666666666700000,NA,0.82013201320132000000,7.68159507687347000000,0.42515723270440300000,-0.01576723655490300000
FALSE,NA,NA,NA,1874_Brent_42_ACTCCAA_S42_R1_001.fastq.gz,1874,2016-11-10,CNAG_03115,TDY1970,6539063,0.05272040545898200000,0.5117691092459786,0.02159224896689338,0.04166666666666700000,NA,0.83993399339934000000,7.76868325349798000000,0.50188679245283000000,0.50806448810511500000
TRUE,[4.0],TRUE,[128],2002_Brent_TT_GGTGAAT_S47_R1_001.fastq.gz,2002,2017-02-10,CNAG_03115,TDY1948,5733130,0.01977547680555300000,NA,NA,0.08055555555555600000,NA,0.65841584158415800000,1.53503413140564000000,0.79874213836478000000,8.12379020031133000000
TRUE,[4.0],TRUE,[128],2002_Brent_UU_ATGTTCT_S48_R1_001.fastq.gz,2002,2017-02-10,CNAG_03115,TDY1948,5836308,0.02884347253137800000,NA,NA,0.11722222222222200000,NA,0.89768976897689800000,1.42245634103931000000,0.86289308176100600000,8.15294191695663000000
TRUE,[4.0],TRUE,[128],2002_Brent_VV_GTAAAAA_S49_R1_001.fastq.gz,2002,2017-02-10,CNAG_03115,TDY1948,4867662,0.04313584373519500000,NA,NA,0.14555555555555600000,NA,0.63861386138613900000,0.78233761680775000000,0.82767295597484300000,8.32584236778813000000
TRUE,[2.0],TRUE,[4],3016_Brent_TDY2099_GCCTCCC_S44_R1_001.fastq.gz,3016,2018-07-06,CNAG_03115,TDY1948,4740203,0.01747554922007600000,NA,NA,0.91277777777777800000,NA,0.12376237623762400000,-0.73061898702777800000,0.84905660377358500000,9.18564388406014000000
FALSE,NA,NA,NA,Brent_1601_30_CTGGTGG_S29_R1_001.fastq.gz,1601,2016-06-09,CNAG_03115,TDY1948,13726190,0.01311741567563400000,0.16779400234709474,0.0028565432545413216,0.00000000000000000000,NA,0.45874587458745900000,-1.03694999217967000000,0.78238993710691800000,8.47025571856360000000
FALSE,NA,NA,NA,Brent_1601_31_TGCCCAT_S30_R1_001.fastq.gz,1601,2016-06-09,CNAG_03115,TDY1948,10584317,0.01171627893613800000,0.16380196961651805,0.019599669257133634,0.03777777777777800000,NA,0.00000000000000000000,-2.35075120301403000000,0.81761006289308200000,8.43606946820618000000
FALSE,NA,NA,NA,Brent_1601_32_AAACCTT_S31_R1_001.fastq.gz,1601,2016-06-09,CNAG_03115,TDY1948,8598957,0.01040013763246600000,0.19139427653787866,0.0023162504045881604,0.03944444444444500000,NA,0.11716171617161700000,-1.67901580349291000000,0.81635220125786200000,8.51906172940693000000
