AUTOAUDIT,AUTOSTATUSDECOMP,MANUALAUDIT,MANUALSTATUS,FASTQFILENAME,RUNNUMBER,LIBRARYDATE,GENOTYPE1,STRAIN,PROTEINCODINGTOTAL,NOTALIGNEDTOTALPERCENT,INTERQUARTILE_RANGE,ABS_SAMPLE_DEVIATION_MEDIAN,GENOTYPE1COVERAGE,GENOTYPE1LOG2CPM,NATCOVERAGE,NATLOG2CPM,G418COVERAGE,G418LOG2CPM
FALSE,NA,FALSE,NA,run_894_s_3_withindex_sequence_AAATGCA,894,2013-04-17,CNAG_01438,TDY1451,2510313,0.016920658995142,0.4038379139948751,0.031732015322786467,0.017638588912887,NA,0.935643564356436,6.51071066695497,0.188679245283019,1.229241114289
FALSE,NA,NA,NA,run_894_s_3_withindex_sequence_ACGCGGG,894,2013-04-17,CNAG_01438,TDY1451,1982093,0.017478731654687,0.339954834901373,0.01724140863156176,0,NA,0.848184818481848,6.66867314237825,0.035220125786164,0.696077613156043
FALSE,NA,FALSE,NA,run_894_s_3_withindex_sequence_GGAGTCC,894,2013-04-17,CNAG_01438,TDY1451,1143002,0.015038960985835,0.36436426080654893,0.0129085371751394,0,NA,0.907590759075907,6.66568331400215,0,0.128522031676911
TRUE,"[1.0, 0.0]",FALSE,NA,run_1573_s_4_withindex_sequence_GGCAGCG,1573,2015-05-19,CNAG_01438,TDY1451,619070,0.327483190300791,0.7779090715866785,0.009030199628010216,0,NA,0.924092409240924,7.94968007396074,0.106918238993711,2.40271907150039
TRUE,"[1.0, 0.0]",FALSE,NA,run_1573_s_4_withindex_sequence_CCATCAT,1573,2015-05-19,CNAG_01438,TDY1451,636863,0.288587231170013,0.7241006660120511,0.00821280956610515,0.017278617710583,NA,0.826732673267327,8.26635409138278,0.162264150943396,2.7739531426444
FALSE,NA,FALSE,NA,run_1573_s_4_withindex_sequence_TAACAAG,1573,2015-05-19,CNAG_01438,TDY1451,2410208,0.046005061027866,0.5823401720075421,0.015538127998619089,0.017998560115191,NA,0.891089108910891,6.90500749512999,0,0.929227443758335
FALSE,NA,NA,NA,1800_Brent_7_AGACTGA_S7_R1_001,1800,2016-10-04,CNAG_01438,TDY1451,2158189,0.021310642020219,0.591085546619206,0.00990573075919432,0,NA,0.884488448844884,7.1407767289056,0,-1.83898695372462
FALSE,NA,NA,NA,1800_Brent_8_CTTGGAA_S8_R1_001,1800,2016-10-04,CNAG_01438,TDY1451,1751035,0.036617240905128,0.5433937793986598,0.008199054637241687,0,NA,0.897689768976898,7.09542126486827,0.528301886792453,2.0964739562504
FALSE,NA,NA,NA,1800_Brent_9_CCGATTA_S9_R1_001,1800,2016-10-04,CNAG_01438,TDY1451,6915474,0.01633927867819,0.6706204492863022,0.010849780785514795,0.026997840172786,NA,0.826732673267327,7.01081333889343,0.188679245283019,-0.814274643451015
FALSE,NA,NA,NA,1800_Brent_28_TACATGG_S28_R1_001,1800,2016-10-04,CNAG_01438,TDY1451,6280763,0.020316597103438,0.34659953540235566,0,0,NA,0.803630363036304,7.19866627901209,0,-1.83898695372462
FALSE,NA,NA,NA,1800_Brent_29_GTTCTCA_S29_R1_001,1800,2016-10-04,CNAG_01438,TDY1451,11068616,0.012395864815743,0.30133337235253665,0,0.026997840172786,NA,0.767326732673267,7.037321090369,0.973584905660377,1.99393514925083
FALSE,NA,NA,NA,1800_Brent_30_CTGGTGG_S30_R1_001,1800,2016-10-04,CNAG_01438,TDY1451,6058001,0.013914026997044,0.41288624624675974,9.100644222170828e-4,0.026997840172786,NA,0.87953795379538,6.91214416143261,0.319496855345912,-0.089684554010236
