AUTOAUDIT,AUTOSTATUSDECOMP,MANUALAUDIT,MANUALSTATUS,FASTQFILENAME,RUNNUMBER,LIBRARYDATE,GENOTYPE1,STRAIN,PROTEINCODINGTOTAL,NOTALIGNEDTOTALPERCENT,INTERQUARTILE_RANGE,ABS_SAMPLE_DEVIATION_MEDIAN,GENOTYPE1COVERAGE,GENOTYPE1LOG2CPM,NATCOVERAGE,NATLOG2CPM,G418COVERAGE,G418LOG2CPM
FALSE,NA,NA,NA,run_769_s_2_withindex_sequence_GGCAAGA.fastq.gz,769,2012-09-06,CNAG_05431,TDY1208,1962023,0.01852219777769000000,0.24551835381009823,0,0.00000000000000000000,NA,0.91584158415841600000,6.94792632812103000000,0.00000000000000000000,-0.11952616929370900000
FALSE,NA,NA,NA,run_769_s_2_withindex_sequence_GATGGCC.fastq.gz,769,2012-09-06,CNAG_05431,TDY1208,1533943,0.02094178962152300000,0.19060423709364294,0,0.01817520901490400000,NA,0.91584158415841600000,6.79025402750443000000,0.00000000000000000000,-0.11952616929370900000
FALSE,NA,NA,NA,run_769_s_2_withindex_sequence_AGGCGAA.fastq.gz,769,2012-09-06,CNAG_05431,TDY1208,1433204,0.02353633341003400000,0.2377945358932596,0,0.02835332606325000000,NA,0.95214521452145200000,6.60601108550779000000,0.00000000000000000000,-0.11952616929370900000
TRUE,[3.0],FALSE,NA,s_4_withindex_sequence_1208_37.fastq.gz,468,2011-02-05,CNAG_05431,TDY1208,1602368,0.01857932256343400000,0.5316250140969991,0,0.03053435114503800000,NA,0.73927392739273900000,3.62821278790406000000,0.05283018867924500000,0.88165492912948900000
FALSE,NA,NA,NA,run_684_s_6_withindex_sequence_GACACAG.fastq.gz,684,2012-03-26,CNAG_05431,TDY1208,3547928,0.01694085508412500000,0.24058119625083485,0,0.06615776081424900000,NA,0.86468646864686500000,6.27216515469972000000,0.11320754716981100000,0.27475716920178800000
FALSE,NA,NA,NA,run_684_s_6_withindex_sequence_AGGACCT.fastq.gz,684,2012-03-26,CNAG_05431,TDY1208,2459570,0.02490528681989000000,0.3009912961050274,0,0.18102508178844100000,NA,0.90924092409240900000,6.66725407351724000000,0.06289308176100600000,0.06209201171878600000
FALSE,NA,NA,NA,run_684_s_6_withindex_sequence_TTTTCGG.fastq.gz,684,2012-03-26,CNAG_05431,TDY1208,3299671,0.02281292722993100000,0.3042661412357326,0,0.21046892039258400000,NA,0.91749174917491800000,6.56097014472736000000,0.10943396226415100000,0.34127179740595400000
TRUE,"[3.0, 0.0]",NA,NA,s_7_withindex_sequence_GACACAG.fastq.gz,648,2012-01-30,CNAG_05431,TDY1208,574616,0.04212500053329100000,NA,NA,0.01526717557251900000,NA,0.42244224422442300000,4.61866630475032000000,0.00000000000000000000,1.42404375478037000000
TRUE,"[3.0, 0.0]",TRUE,"[1,128]",s_7_withindex_sequence_AGGACCT.fastq.gz,648,2012-01-30,CNAG_05431,TDY1208,393436,0.04722819944009700000,NA,NA,0.00945110868775000000,NA,0.45049504950495000000,5.49548538484903000000,0.05031446540880500000,2.41555464403805000000
TRUE,"[3.0, 0.0]",NA,NA,s_7_withindex_sequence_TTTTCGG.fastq.gz,648,2012-01-30,CNAG_05431,TDY1208,424069,0.02518542361257600000,NA,NA,0.01126862958924000000,NA,0.32013201320132000000,5.03611525234942000000,0.00000000000000000000,1.42404375478037000000
